0,45,90,135,180,225,270,315,date
14600.0,2900.0,5500.0,6800.0,5900.0,7900.0,9000.0,14500.0,2019-11-07 15:50:00
133.0,123.0,104.0,109.0,75.0,70.0,281.0,160.0,2019-11-08 06:20:00
,35.0,71.0,109.0,75.0,70.0,101.0,,2019-11-08 06:50:00
,35.0,71.0,109.0,75.0,70.0,70.0,,2019-11-08 07:20:00
,35.0,71.0,109.0,75.0,70.0,70.0,,2019-11-08 07:50:00
133.0,123.0,104.0,109.0,75.0,70.0,281.0,160.0,2019-11-08 08:20:00
19500.0,2900.0,2900.0,3500.0,5900.0,7900.0,10400.0,20900.0,2019-11-08 08:50:00
19500.0,8900.0,7800.0,6800.0,15800.0,7900.0,10400.0,20900.0,2019-11-08 09:20:00
19500.0,8900.0,22600.0,6800.0,15800.0,7900.0,10400.0,20900.0,2019-11-08 09:50:00
19500.0,30700.0,22600.0,6800.0,15800.0,7900.0,10400.0,20900.0,2019-11-08 10:20:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,20900.0,2019-11-08 10:50:00
,,,,,,,,2019-11-08 11:20:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,20900.0,2019-11-08 11:50:00
19500.0,30700.0,28100.0,6800.0,5900.0,7900.0,10400.0,20900.0,2019-11-08 12:20:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,20900.0,2019-11-08 12:50:00
18000.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,20900.0,2019-11-08 13:20:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,20900.0,2019-11-08 13:50:00
19500.0,30700.0,28100.0,6800.0,5900.0,7900.0,10400.0,20900.0,2019-11-08 14:20:00
19500.0,8900.0,28100.0,6800.0,15800.0,7900.0,10400.0,20900.0,2019-11-08 14:50:00
19500.0,6300.0,7800.0,6800.0,5900.0,7900.0,10400.0,14500.0,2019-11-08 15:20:00
8000.0,610.0,5500.0,6800.0,5900.0,7900.0,6500.0,10500.0,2019-11-08 15:50:00
,,,,,,,,2019-11-09 05:20:00
,,,,,,,,2019-11-09 05:50:00
19500.0,30700.0,28100.0,6800.0,5900.0,7900.0,10400.0,14500.0,2019-11-09 06:20:00
8000.0,30700.0,16700.0,6800.0,5900.0,7900.0,10400.0,14500.0,2019-11-09 06:50:00
8000.0,30700.0,7800.0,4200.0,4700.0,7900.0,10400.0,8900.0,2019-11-09 07:20:00
8000.0,8900.0,16700.0,4200.0,5900.0,3800.0,10400.0,14500.0,2019-11-09 07:50:00
3800.0,30700.0,16700.0,4200.0,5900.0,7900.0,10400.0,3800.0,2019-11-09 08:20:00
3800.0,30700.0,7800.0,4200.0,5900.0,7900.0,10400.0,3800.0,2019-11-09 08:50:00
3800.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,3800.0,2019-11-09 09:20:00
8000.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,10500.0,2019-11-09 09:50:00
8000.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,14500.0,2019-11-09 10:20:00
7800.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,10500.0,2019-11-09 10:50:00
8000.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,10500.0,2019-11-09 11:20:00
7800.0,8900.0,16700.0,4200.0,5900.0,7900.0,10400.0,14500.0,2019-11-09 11:50:00
8000.0,8900.0,16700.0,6800.0,5900.0,7900.0,9000.0,10500.0,2019-11-09 12:20:00
8000.0,8900.0,16700.0,6800.0,5900.0,4900.0,10400.0,14500.0,2019-11-09 12:50:00
13400.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,14500.0,2019-11-09 13:20:00
7800.0,8900.0,16700.0,6800.0,15800.0,4900.0,10400.0,14500.0,2019-11-09 13:50:00
13400.0,8900.0,16700.0,6800.0,15800.0,7900.0,10400.0,14500.0,2019-11-09 14:20:00
13400.0,8900.0,16700.0,6800.0,15800.0,7900.0,10400.0,10500.0,2019-11-09 14:50:00
13400.0,8900.0,16700.0,6800.0,15800.0,7900.0,10400.0,14500.0,2019-11-09 15:20:00
8000.0,610.0,5500.0,4200.0,5900.0,2900.0,303.0,14500.0,2019-11-09 15:50:00
,,,,,,,,2019-11-10 05:20:00
,,,,,,,,2019-11-10 05:50:00
3800.0,2900.0,2900.0,3500.0,1700.0,1100.0,1900.0,3800.0,2019-11-10 06:20:00
3800.0,1900.0,3300.0,3500.0,1700.0,3800.0,4600.0,3800.0,2019-11-10 06:50:00
3800.0,2900.0,3300.0,3500.0,1700.0,3800.0,4600.0,3800.0,2019-11-10 07:20:00
3800.0,2900.0,2900.0,3500.0,1700.0,3800.0,4600.0,3800.0,2019-11-10 07:50:00
8000.0,1900.0,3300.0,3500.0,1700.0,3800.0,4600.0,3800.0,2019-11-10 08:20:00
3800.0,2900.0,3300.0,3500.0,1700.0,3800.0,4600.0,2000.0,2019-11-10 08:50:00
3800.0,2900.0,3300.0,4200.0,1700.0,3800.0,4600.0,2000.0,2019-11-10 09:20:00
3800.0,2900.0,2900.0,4200.0,1700.0,3800.0,4600.0,3800.0,2019-11-10 09:50:00
8000.0,6300.0,7800.0,4200.0,4700.0,3800.0,9000.0,7600.0,2019-11-10 10:20:00
18000.0,8900.0,16700.0,4200.0,4700.0,4500.0,10400.0,7600.0,2019-11-10 10:50:00
8000.0,8900.0,7800.0,4200.0,4700.0,4500.0,6500.0,3800.0,2019-11-10 11:20:00
8000.0,8900.0,7800.0,4200.0,4700.0,4500.0,7500.0,3800.0,2019-11-10 11:50:00
8000.0,8900.0,7800.0,4200.0,4700.0,4500.0,7500.0,7600.0,2019-11-10 12:20:00
8000.0,2900.0,3300.0,3500.0,1700.0,3800.0,7500.0,7600.0,2019-11-10 12:50:00
3800.0,2900.0,3300.0,3500.0,4700.0,3800.0,6500.0,7600.0,2019-11-10 13:20:00
3800.0,2900.0,7800.0,4200.0,4700.0,4500.0,6500.0,3800.0,2019-11-10 13:50:00
3800.0,1900.0,675.0,1900.0,1700.0,3800.0,2400.0,3800.0,2019-11-10 14:20:00
3800.0,8900.0,7800.0,4200.0,4700.0,4300.0,9000.0,3800.0,2019-11-10 14:50:00
8000.0,8900.0,7800.0,4200.0,4700.0,4500.0,9000.0,7600.0,2019-11-10 15:20:00
8000.0,610.0,5500.0,4200.0,465.0,2900.0,6500.0,7600.0,2019-11-10 15:50:00
,,,,,,,,2019-11-11 05:20:00
,,,,,,,,2019-11-11 05:50:00
3800.0,8900.0,16700.0,4200.0,1700.0,3800.0,9000.0,3800.0,2019-11-11 06:20:00
3800.0,8900.0,16700.0,4200.0,1700.0,3800.0,7500.0,3800.0,2019-11-11 06:50:00
3800.0,8900.0,7800.0,4200.0,1700.0,3800.0,7500.0,3800.0,2019-11-11 07:20:00
3800.0,8900.0,7800.0,4200.0,1700.0,3800.0,4600.0,3800.0,2019-11-11 07:50:00
3800.0,6300.0,7800.0,4200.0,4700.0,3800.0,7500.0,3800.0,2019-11-11 08:20:00
3800.0,2900.0,7800.0,4200.0,4700.0,3800.0,9000.0,3800.0,2019-11-11 08:50:00
3800.0,8900.0,16700.0,4200.0,4700.0,3800.0,9000.0,3800.0,2019-11-11 09:20:00
3800.0,2900.0,7800.0,4200.0,1700.0,3800.0,9000.0,3800.0,2019-11-11 09:50:00
3800.0,8900.0,7800.0,4200.0,5500.0,3800.0,10400.0,3800.0,2019-11-11 10:20:00
3800.0,8900.0,16700.0,4200.0,1700.0,4900.0,10400.0,14500.0,2019-11-11 10:50:00
3800.0,8900.0,16700.0,4200.0,5500.0,7900.0,10400.0,14500.0,2019-11-11 11:20:00
7800.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,14500.0,2019-11-11 11:50:00
14600.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,20900.0,2019-11-11 12:20:00
8000.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,20900.0,2019-11-11 12:50:00
14600.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,20900.0,2019-11-11 13:20:00
14600.0,8900.0,16700.0,4200.0,5900.0,7900.0,10400.0,20900.0,2019-11-11 13:50:00
14600.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,20900.0,2019-11-11 14:20:00
14600.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,20900.0,2019-11-11 14:50:00
14600.0,30700.0,16700.0,6800.0,15800.0,7900.0,10400.0,20900.0,2019-11-11 15:20:00
14600.0,610.0,5500.0,4200.0,5900.0,7900.0,6500.0,20900.0,2019-11-11 15:50:00
,,,,,,,,2019-11-12 05:20:00
,,,,,,,,2019-11-12 05:50:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,14500.0,2019-11-12 06:20:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,14500.0,2019-11-12 06:50:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,14500.0,2019-11-12 07:20:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,14500.0,2019-11-12 07:50:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,14500.0,2019-11-12 08:20:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,14500.0,2019-11-12 08:50:00
