date,direction,visibility,arrows_code
201911261420,90,28100,1111111111111111111
201911261420,135,6800,11111111
201911261420,180,15800,111111111111111
201911261420,225,7900,111111111
201911261420,270,10400,11111111111111111111111
201911261420,315,13600,00110111111111111111
201911261450,0,19500,11111111111111111
201911261450,45,8900,01111111111111111111
201911261450,90,16700,0011111111111111111
201911261450,135,6800,11111111
201911261450,180,15800,111111111111111
201911261450,225,7900,111111111
201911261450,270,10400,11111111111111111111111
201911261450,315,13600,00101111111111111111
201911261520,0,19500,11111111111111111
201911261520,45,8900,01111111111111111111
201911261520,90,16700,0011111111111111111
201911261520,135,6800,11111111
201911261520,180,15800,111111111111111
201911261520,225,7900,111111111
201911261520,270,10400,11111111111111111111111
201911261520,315,11700,00001111111111111111
201911261550,0,14600,111111
201911261550,45,610,111
201911261550,90,5500,1111111
201911261550,135,4200,01111
201911261550,180,465,00011
201911261550,225,2900,0000111
201911261550,270,303,0111111
201911261550,315,10500,000011111
201911270620,0,19500,11111111111111111
201911270620,45,8900,01111111111111111111
201911270620,90,16700,0011111111111111111
201911270620,135,6800,11111111
201911270620,180,5900,011111111111111
201911270620,225,7900,111111111
201911270620,270,10400,11111111111111111111111
201911270620,315,13200,00011111111111111111
201911270650,0,19500,11111111111111111
201911270650,45,8900,01111111111111111111
201911270650,90,16700,0011111111111111111
201911270650,135,6800,11111111
201911270650,180,15800,111111111111111
201911270650,225,7900,111111111
201911270650,270,10400,11111111111111111111111
201911270650,315,10500,00000111111111111111
201911270720,0,19500,11110111111111111
201911270720,45,8900,01111111111111111111
201911270720,90,7800,0001111111111111111
201911270720,135,6800,11011111
201911270720,180,5900,011111111111111
201911270720,225,7900,111111111
201911270720,270,6500,00011111111111111111111
201911270720,315,10500,00000111111111111111
201911270750,0,19500,11110111111111111
201911270750,45,8900,01111111111111111111
201911270750,90,16700,0011111111111111111
201911270750,135,6800,11111111
201911270750,180,5900,011111111111111
201911270750,225,7900,111111111
201911270750,270,10400,11111111111111111111111
201911270750,315,10500,00000111111111111111
201911270820,0,19500,11010111111111111
201911270820,45,8900,01111111111111111111
201911270820,90,7800,0001111111111111111
201911270820,135,6800,11111111
201911270820,180,5900,011111111111111
201911270820,225,7900,111111111
201911270820,270,10400,11111111111111111111111
201911270820,315,10500,00000111111111111111
201911270850,0,19500,11010111111111111
201911270850,45,8900,01111111111111111111
201911270850,90,16700,0011111111111111111
201911270850,135,6800,11111111
201911270850,180,5900,011111111111111
201911270850,225,7900,111111111
201911270850,270,10400,11111111111111111111111
201911270850,315,10500,00000111111111111111
201911270920,0,19500,11010111111111111
201911270920,45,8900,01111111111111111111
201911270920,90,16700,0011111111111111111
201911270920,135,4200,01111111
201911270920,180,5900,011111111111111
201911270920,225,7900,111111111
201911270920,270,10400,11111111111111111111111
201911270920,315,10500,00000111111111111111
201911270950,0,19500,11010111111111111
201911270950,45,8900,01111111111111111111
201911270950,90,16700,0011111111111111111
201911270950,135,6800,11111111
201911270950,180,5900,011111111111111
201911270950,225,7900,111111111
201911270950,270,10400,11111111111111111111111
201911270950,315,10500,00000111111111111111
201911271020,0,19500,11010111111111111
201911271020,45,8900,01111111111111111111
201911271020,90,16700,0011111111111111111
201911271020,135,6800,11111111
201911271020,180,5900,011111111111111
201911271020,225,7900,111111111
201911271020,270,10400,11111111111111111111111
201911271020,315,10500,00000111111111111111
201911271050,0,19500,11010111111111111
201911271050,45,8900,01111111111111111111
201911271050,90,16700,0011111111111111111
201911271050,135,6800,11111111
201911271050,180,5900,011111111111111
201911271050,225,7900,111111111
201911271050,270,10400,11111111111111111111111
201911271050,315,10500,00000111111111111111
201911271120,0,19500,11010111111111111
201911271120,45,8900,01111111111111111111
201911271120,90,16700,0011111111111111111
201911271120,135,6800,11111111
201911271120,180,5900,011111111111111
201911271120,225,7900,111111111
201911271120,270,10400,11111111111111111111111
201911271120,315,10500,00000111111111111111
201911271150,0,19500,11010111111111111
201911271150,45,8900,01111111111111111111
201911271150,90,16700,0011111111111111111
201911271150,135,6800,11111111
201911271150,180,5900,011111111111111
201911271150,225,7900,111111111
201911271150,270,10400,11111111111111111111111
201911271150,315,10500,00000111111111111111
201911271220,0,8000,00000111111111111
201911271220,45,8900,01111111111111111111
201911271220,90,16700,0011111111111111111
201911271220,135,6800,11111111
201911271220,180,5900,011111111111111
201911271220,225,7900,111111111
201911271220,270,10400,11111111111111111111111
201911271220,315,10500,00000111111111111111
201911271250,0,19500,10000111111111111
201911271250,45,8900,01111111111111111111
201911271250,90,16700,0011111111111111111
201911271250,135,6800,11111111
201911271250,180,5900,011111111111111
201911271250,225,7900,111111111
201911271250,270,10400,11111111111111111111111
201911271250,315,10500,00000111111111111111
201911271320,0,19500,10010111111111111
201911271320,45,8900,01111111111111111111
201911271320,90,16700,0011111111111111111
201911271320,135,6800,11111111
201911271320,180,5900,011111111111111
201911271320,225,7900,111111111
201911271320,270,10400,11111111111111111111111
201911271320,315,10500,00000111111111111111
201911271350,0,13400,00010111111111111
201911271350,45,8900,01111111111111111111
201911271350,90,16700,0011111111111111111
201911271350,135,6800,11111111
201911271350,180,5900,011111111111111
201911271350,225,7900,111111111
201911271350,270,10400,11111111111111111111111
201911271350,315,10500,00000111111111111111
201911281120,0,8000,00000111111111111
201911281120,45,8900,01111111111111111111
201911281120,90,7800,0001111111111111111
201911281120,135,6800,11111111
201911281120,180,15800,111111111111111
201911281120,225,7900,111111111
201911281120,270,10400,11111111111111111111111
201911281120,315,10500,00000111111111111111
201911281250,0,8000,00000111111111111
201911281250,45,8900,01111111111111111111
201911281250,90,7800,0001111111111111111
201911281250,135,6800,11111111
201911281250,180,5900,011111111111111
201911281250,225,7900,111111111
201911281250,270,9000,01111111111111111111111
201911281250,315,10500,00000111111111111111
201911281520,0,235,000111
201911281520,45,610,111
201911281520,90,5500,1111111
201911281520,135,6800,11111
201911281520,180,5900,11111
201911281520,225,7900,1111111
201911281520,270,6500,1111111
201911281520,315,7600,000000111
201911271420,0,8000,00000111111111111
201911271420,45,8900,01111111111111111111
201911271420,90,16700,0011111111111111111
201911271420,135,6800,11111111
201911271420,180,5900,011111111111111
201911271420,225,7900,111111111
201911271420,270,10400,11111111111111111111111
201911271420,315,10500,00000111111111111111
201911271450,0,8000,00000111111111111
201911271450,45,8900,01111111111111111111
201911271450,90,7800,0001111111111111111
201911271450,135,6800,11111111
201911271450,180,5900,011111111111111
201911271450,225,7900,111111111
201911271450,270,10400,11111111111111111111111
201911271450,315,10500,00000111111111111111
201911271520,0,8000,011111
201911271520,45,610,111
201911271520,90,5500,1111111
201911271520,135,6800,11111
201911271520,180,5900,11111
201911271520,225,7900,1111111
201911271520,270,6500,1111111
201911271520,315,10500,000011111
201911280720,0,18000,01111111111111111
201911280720,45,30700,11111111111111111111
201911280720,90,28100,1111111111111111111
201911280720,135,6800,11111111
201911280720,180,15800,111111111111111
201911280720,225,7900,111111111
201911280720,270,10400,11111111111111111111111
201911280720,315,17500,01111111111111111111
201911280950,0,3800,00000001111111111
201911280950,45,1900,00011111111111111111
201911280950,90,3300,0000011011111111111
201911280950,135,6800,11111111
201911280950,180,5900,010101111111111
201911280950,225,3800,000011111
201911280950,270,2400,00000111111111111111111
201911280950,315,3800,00000000011111111111
201911281150,0,8000,00000111111111111
201911281150,45,8900,01111111111111111111
201911281150,90,7800,0001111111111111111
201911281150,135,6800,11111111
201911281150,180,15800,111111111111111
201911281150,225,7900,111111111
201911281150,270,7500,00111111111111111111111
201911281150,315,10500,00000111111111111111
201911281220,0,7800,00000011111111111
201911281220,45,8900,01111111111111111111
201911281220,90,7800,0001111111111111111
201911281220,135,6800,11111111
201911281220,180,5900,011111111111111
201911281220,225,7900,111111111
201911281220,270,7500,00111111111111111111111
201911281220,315,10500,00000111111111111111
201911281550,0,235,000111
201911281550,45,610,111
201911281550,90,5500,1111111
201911281550,135,4200,01111
201911281550,180,465,00011
201911281550,225,2900,0000111
201911281550,270,303,0111111
201911281550,315,695,000000001
201911290650,0,19500,11111111111111111
201911290650,45,30700,11111111111111111111
201911290650,90,28100,1111111111111111111
201911290650,135,6800,11011111
201911290650,180,5900,011111111111111
201911290650,225,7900,111111111
201911290650,270,10400,11111111111111111111111
201911290650,315,13600,00111111111111111111
201911290750,0,19500,11111111111111111
201911290750,45,30700,11111111111111111111
201911290750,90,28100,1111111111111111111
201911290750,135,6800,11111111
201911290750,180,15800,111111111111111
201911290750,225,7900,111111111
201911290750,270,10400,11111111111111111111111
201911290750,315,13600,00111111111111111111
201911290850,0,8000,00000111111111111
201911290850,45,30700,11111111111111111111
201911290850,90,28100,1111111111111111111
201911290850,135,6800,11111111
201911290850,180,15800,111111111111111
201911290850,225,7900,111111111
201911290850,270,10400,11111111111111111111111
201911290850,315,10500,00000111111111111111
201911291050,0,19500,10001111111111111
201911291050,45,30700,11111111111111111111
201911291050,90,28100,1111111111111111111
201911291050,135,6800,11111111
201911291050,180,15800,111111111111111
201911291050,225,7900,111111111
201911291050,270,10400,11111111111111111111111
201911291050,315,11700,00001111111111111111
201911291120,0,19500,11100111111111111
201911291120,45,30700,11111111111111111111
201911291120,90,28100,1111111111111111111
201911291120,135,6800,11111111
201911291120,180,15800,111111111111111
201911291120,225,7900,111111111
201911291120,270,10400,11111111111111111111111
201911291120,315,10500,00000111111111111111
201911291150,0,19500,11100111111111111
201911291150,45,30700,11111111111111111111
201911291150,90,28100,1111111111111111111
201911291150,135,6800,11111111
201911291150,180,15800,111111111111111
201911291150,225,7900,111111111
201911291150,270,10400,11111111111111111111111
201911291150,315,13200,00010011111111111111
201911291320,0,14600,00100111111111111
201911291320,45,30700,11111111111111111111
201911291320,90,22600,0111111111111111111
201911291320,135,6800,11111111
201911291320,180,15800,111111111111111
201911291320,225,7900,111111111
201911291320,270,10400,11111111111111111111111
201911291320,315,10500,00000111111111111111
201911291550,0,8000,011111
201911291550,45,610,111
201911291550,90,5500,1111111
201911291550,135,4200,01111
201911291550,180,465,00011
201911291550,225,2900,0000111
201911291550,270,6500,1111111
201911291550,315,10500,000011111
201911300720,0,14600,00110111111111111
201911300720,45,8900,01111111111111111111
201911300720,90,22600,0111111111111111111
201911300720,135,6800,11111111
201911300720,180,15800,111111111111111
201911300720,225,7900,111111111
201911300720,270,10400,11111111111111111111111
201911300720,315,17500,01111111111111111111
201911280650,0,19500,11111111111111111
201911280650,45,30700,11111111111111111111
201911280650,90,28100,1111111111111111111
201911280650,135,6800,11111111
201911280650,180,15800,111111111111111
201911280650,225,7900,111111111
201911280650,270,10400,11111111111111111111111
201911280650,315,17500,01111111111111111111
201911280750,0,18000,01111001111111111
201911280750,45,30700,11111111111111111111
201911280750,90,28100,1111111111111111111
201911280750,135,6800,11111111
201911280750,180,15800,111111111111111
201911280750,225,7900,111111111
201911280750,270,10400,11111111111111111111111
201911280750,315,13200,00011111111111111111
201911280820,0,18000,01111111111111111
201911280820,45,30700,11111111111111111111
201911280820,90,28100,1111111111111111111
201911280820,135,6800,11111111
201911280820,180,15800,111111111111111
201911280820,225,7900,111111111
201911280820,270,10400,11111111111111111111111
201911280820,315,11700,00001111111111111111
201911281320,0,3800,00000001111111111
201911281320,45,1900,00011111111111111111
201911281320,90,7800,0001111111111111111
201911281320,135,4200,01111111
201911281320,180,5900,011111111111111
201911281320,225,7900,111111111
201911281320,270,10400,11111111111111111111111
201911281320,315,8900,00000011111111111111
201911281350,0,7800,00000011111111111
201911281350,45,8900,01111111111111111111
201911281350,90,16700,0011111111111111111
201911281350,135,6800,11111111
201911281350,180,15800,111111111111111
201911281350,225,7900,111111111
201911281350,270,10400,11111111111111111111111
201911281350,315,3800,00000000011111111111
201911281420,0,3800,00000001111111111
201911281420,45,8900,01111111111111111111
201911281420,90,16700,0011111111111111111
201911281420,135,6800,11111111
201911281420,180,15800,111111111111111
201911281420,225,7900,111111111
201911281420,270,10400,11111111111111111111111
201911281420,315,3800,00000000011111111111
201911290620,0,19500,11101111111111111
201911290620,45,30700,11111111111111111111
201911290620,90,28100,1111111111111111111
201911290620,135,6800,11111111
201911290620,180,15800,111111111111111
201911290620,225,7900,111111111
201911290620,270,10400,11111111111111111111111
201911290620,315,13200,00011111111111111111
201911290920,0,18000,01000111111111111
201911290920,45,30700,11111111111111111111
201911290920,90,28100,1111111111111111111
201911290920,135,6800,11111111
201911290920,180,15800,111111111111111
201911290920,225,7900,111111111
201911290920,270,10400,11111111111111111111111
201911290920,315,10500,00000111111111111111
201911291350,0,19500,10000111111111111
201911291350,45,8900,01111111111111111111
201911291350,90,16700,0011111111111111111
201911291350,135,6800,11111111
201911291350,180,15800,111111111111111
201911291350,225,7900,111111111
201911291350,270,10400,11111111111111111111111
201911291350,315,10500,00000111111111111111
201911291520,0,18000,01000111111111111
201911291520,45,8900,01111111111111111111
201911291520,90,22600,0111111111111111111
201911291520,135,6800,11111111
201911291520,180,15800,111111111111111
201911291520,225,7900,111111111
201911291520,270,10400,11111111111111111111111
201911291520,315,10500,00000111111111111111
201911300620,0,14600,00110111111111111
201911300620,45,8900,01111111111111111111
201911300620,90,22600,0111111111111111111
201911300620,135,6800,11111111
201911300620,180,15800,111111111111111
201911300620,225,7900,111111111
201911300620,270,10400,11111111111111111111111
201911300620,315,10500,00000111111111111111
201911271550,0,8000,011111
201911271550,45,610,111
201911271550,90,5500,1111111
201911271550,135,4200,01111
201911271550,180,465,00011
201911271550,225,2900,0000111
201911271550,270,303,0111111
201911271550,315,10500,000011111
201911280620,0,18000,01111111111111111
201911280620,45,30700,11111111111111111111
201911280620,90,28100,1101111111111111111
201911280620,135,6800,11111111
201911280620,180,15800,111111111111111
201911280620,225,7900,111111111
201911280620,270,10400,11111111111111111111111
201911280620,315,17500,01111111111111111111
201911280850,0,13400,00010001111111111
201911280850,45,30700,11111111111111111111
201911280850,90,22600,0101111111111111111
201911280850,135,6800,11111111
201911280850,180,15800,111111111111111
201911280850,225,7900,111111111
201911280850,270,10400,11111111111111111111111
201911280850,315,10500,00000100011111111111
201911280920,0,3800,00000001111111111
201911280920,45,1900,00011111111111111111
201911280920,90,16700,0011111111111111111
201911280920,135,6800,11111111
201911280920,180,5900,011111111111111
201911280920,225,7900,100011111
201911280920,270,4600,00001111111111111111111
201911280920,315,3800,00000000011111111111
201911290720,0,19500,11101111111111111
201911290720,45,30700,11111111111111111111
201911290720,90,28100,1111111111111111111
201911290720,135,6800,11111111
201911290720,180,15800,111111111111111
201911290720,225,7900,111111111
201911290720,270,10400,11111111111111111111111
201911290720,315,17500,01111111111111111111
201911291020,0,11320,00001111111111111
201911291020,45,30700,11111111111111111111
201911291020,90,28100,1111111111111111111
201911291020,135,6800,11111111
201911291020,180,15800,111111111111111
201911291020,225,7900,111111111
201911291020,270,10400,11111111111111111111111
201911291020,315,13200,00011111111111111111
201911291220,0,18000,01000111111111111
201911291220,45,30700,11111111111111111111
201911291220,90,28100,1111111111111111111
201911291220,135,6800,11111111
201911291220,180,15800,111111111111111
201911291220,225,7900,111111111
201911291220,270,10400,11111111111111111111111
201911291220,315,13200,00010111111111111111
201911281020,0,3800,00000001101111111
201911281020,45,1900,00011111111111111111
201911281020,90,3300,0000011111111111111
201911281020,135,6800,11111111
201911281020,180,5900,011111111111111
201911281020,225,7900,111111111
201911281020,270,6500,00011111111111111111111
201911281020,315,3800,00000000011111111111
201911281050,0,7800,00000011111111111
201911281050,45,6300,00111111111111111111
201911281050,90,5500,0000111111111111111
201911281050,135,6800,10111111
201911281050,180,5900,011111111111111
201911281050,225,7900,111111111
201911281050,270,10400,11111111111111111111111
201911281050,315,10500,00000111111111111111
201911281450,0,3800,00000001111111111
201911281450,45,8900,01011111111111111111
201911281450,90,16700,0011111111111111111
201911281450,135,6800,11111111
201911281450,180,15800,111111111111111
201911281450,225,7900,111111111
201911281450,270,10400,11111111111111111111111
201911281450,315,3800,00000000011111111111
201911290820,0,19500,11000111111111111
201911290820,45,8900,01111111111111111111
201911290820,90,28100,1111111111111111111
201911290820,135,6800,11111111
201911290820,180,15800,111111111111111
201911290820,225,7900,111111111
201911290820,270,10400,11111111111111111111111
201911290820,315,13600,00111111111111111111
201911290950,0,19500,11000111111111111
201911290950,45,30700,11111111111111111111
201911290950,90,28100,1111111111111111111
201911290950,135,6800,11111111
201911290950,180,15800,111111111111111
201911290950,225,7900,111111111
201911290950,270,10400,11111111111111111111111
201911290950,315,11700,00001111111111111111
201911291250,0,18000,01000111111111111
201911291250,45,8900,01111111111111111111
201911291250,90,28100,1111111111111111111
201911291250,135,6800,11111111
201911291250,180,15800,111111111111111
201911291250,225,7900,111111111
201911291250,270,10400,11111111111111111111111
201911291250,315,13200,00010111111111111111
201911300750,0,8000,00000111111111111
201911300750,45,30700,11111111111111111111
201911300750,90,28100,1111111111111111111
201911300750,135,6800,11111111
201911300750,180,15800,111111111111111
201911300750,225,7900,111111111
201911300750,270,10400,11111111111111111111111
201911300750,315,13600,00111111111111111111
201911291420,0,18000,01000111111111111
201911291420,45,8900,01111111111111111111
201911291420,90,28100,1111111111111111111
201911291420,135,6800,11111111
201911291420,180,15800,111111111111111
201911291420,225,7900,111111111
201911291420,270,10400,11111111111111111111111
201911291420,315,10500,00000111111111111111
201911291450,0,18000,01000111111111111
201911291450,45,8900,01111111111111111111
201911291450,90,28100,1111111111111111111
201911291450,135,6800,11111111
201911291450,180,15800,111111111111111
201911291450,225,7900,111111111
201911291450,270,10400,11111111111111111111111
201911291450,315,10500,00000111111111111111
201911300650,0,18000,01111111111111111
201911300650,45,8900,01111111111111111111
201911300650,90,22600,0111111111111111111
201911300650,135,6800,11111111
201911300650,180,15800,111111111111111
201911300650,225,7900,111111111
201911300650,270,10400,11111111111111111111111
201911300650,315,13200,00011111111111111111
201911300820,0,19500,10000111111111111
201911300820,45,30700,11111111111111111111
201911300820,90,28100,1111111111111111111
201911300820,135,6800,11111111
201911300820,180,15800,111111111111111
201911300820,225,7900,111111111
201911300820,270,10400,11111111111111111111111
201911300820,315,20900,11010111111111111111
201911300850,0,19500,11000111111111111
201911300850,45,30700,11111111111111111111
201911300850,90,28100,1111111111111111111
201911300850,135,6800,11111111
201911300850,180,15800,111111111111111
201911300850,225,7900,111111111
201911300850,270,10400,11111111111111111111111
201911300850,315,20900,11110111111111111111
201911300920,0,19500,11111111111111111
201911300920,45,30700,11111111111111111111
201911300920,90,28100,1111111111111111111
201911300920,135,6800,11111111
201911300920,180,15800,111111111111111
201911300920,225,7900,111111111
201911300920,270,10400,11111111111111111111111
201911300920,315,20900,11111111111111111111
201911300950,0,19500,11111111111111111
201911300950,45,30700,11111111111111111111
201911300950,90,28100,1111111111111111111
201911300950,135,6800,11111111
201911300950,180,15800,111111111111111
201911300950,225,7900,111111111
201911300950,270,10400,11111111111111111111111
201911300950,315,20900,11111111111111111111
201911301020,0,19500,11110111111111111
201911301020,45,30700,11111111111111111111
201911301020,90,28100,1111111111111111111
201911301020,135,6800,11111111
201911301020,180,15800,111111111111111
201911301020,225,7900,111111111
201911301020,270,10400,11111111111111111111111
201911301020,315,20900,11110111111111111111
201911301050,0,19500,11011111111111111
201911301050,45,30700,11111111111111111111
201911301050,90,28100,1111111111111111111
201911301050,135,6800,11111111
201911301050,180,15800,111111111111111
201911301050,225,7900,111111111
201911301050,270,10400,11111111111111111111111
201911301050,315,20900,11110111111111111111
201911301120,0,19500,11111111111111111
201911301120,45,30700,11111111111111111111
201911301120,90,28100,1111111111111111111
201911301120,135,6800,11111111
201911301120,180,15800,111111111111111
201911301120,225,7900,111111111
201911301120,270,10400,11111111111111111111111
201911301120,315,20900,11111111111111111111
201911301150,0,19500,11111111111111111
201911301150,45,30700,11111111111111111111
201911301150,90,28100,1111111111111111111
201911301150,135,6800,11111111
201911301150,180,15800,111111111111111
201911301150,225,7900,111111111
201911301150,270,10400,11111111111111111111111
201911301150,315,17500,01111111111111111111
201911301220,0,19500,10111111111111111
201911301220,45,30700,11111111111111111111
201911301220,90,28100,1111111111111111111
201911301220,135,6800,11111111
201911301220,180,15800,111111111111111
201911301220,225,7900,111111111
201911301220,270,10400,11111111111111111111111
201911301220,315,17500,01111111111111111111
201911301250,0,19500,10111111111111111
201911301250,45,30700,11111111111111111111
201911301250,90,28100,1111111111111111111
201911301250,135,6800,11111111
201911301250,180,15800,111111111111111
201911301250,225,7900,111111111
201911301250,270,10400,11111111111111111111111
201911301250,315,17500,01111111111111111111
201911301320,0,14600,00111111111111111
201911301320,45,30700,11111111111111111111
201911301320,90,28100,1111111111111111111
201911301320,135,6800,11111111
201911301320,180,15800,111111111111111
201911301320,225,7900,111111111
201911301320,270,10400,11111111111111111111111
201911301320,315,20900,11111111111111111111
201911301350,0,19500,10111111111111111
201911301350,45,30700,11111111111111111111
201911301350,90,28100,1111111111111111111
201911301350,135,6800,11111111
201911301350,180,15800,111111111111111
201911301350,225,7900,111111111
201911301350,270,10400,11111111111111111111111
201911301350,315,20900,11111111111111111111
201911301420,0,19500,10111111111111111
201911301420,45,8900,01111111111111111111
201911301420,90,28100,1111111111111111111
201911301420,135,6800,11111111
201911301420,180,15800,111111111111111
201911301420,225,7900,111111111
201911301420,270,10400,11111111111111111111111
201911301420,315,17500,01001111111111111111
201911301450,0,19500,11111111111111111
201911301450,45,30700,11111111111111111111
201911301450,90,28100,1111111111111111111
201911301450,135,6800,11111111
201911301450,180,15800,111111111111111
201911301450,225,7900,111101111
201911301450,270,10400,11111111111111111111111
201911301450,315,17500,01001111111111111111
201911301520,0,18000,01111111111111111
201911301520,45,8900,01111111111111111111
201911301520,90,28100,1111111111111111111
201911301520,135,6800,11111111
201911301520,180,15800,111101111111111
201911301520,225,7900,111101111
201911301520,270,10400,11110011111111111111111
201911301520,315,17500,01011111111111111111
201911301550,0,8000,011111
201911301550,45,610,111
201911301550,90,5500,1111111
201911301550,135,6800,11111
201911301550,180,5900,11011
201911301550,225,7900,1101111
201911301550,270,6500,1111111
201911301550,315,10500,000011111
201911080650,0,0,00000000000000000
201911080650,45,35,00000000000000000001
201911080650,90,71,0000000000000000001
201911080650,135,109,00000001
201911080650,180,75,000000000000001
201911080650,225,70,000000001
201911080650,270,101,00000000000000000001111
201911080650,315,0,00000000000000000000
201911080620,0,133,00000000000000011
201911080620,45,123,00000000000000000101
201911080620,90,104,0000000000000000011
201911080620,135,109,00000001
201911080620,180,75,000000000000001
201911080620,225,70,000000001
201911080620,270,281,00000000000000010111111
201911080620,315,160,00000000000000000011
201911080720,0,0,00000000000000000
201911080720,45,35,00000000000000000001
201911080720,90,71,0000000000000000001
201911080720,135,109,00000001
201911080720,180,75,000000000000001
201911080720,225,70,000000001
201911080720,270,70,00000000000000000000110
201911080720,315,0,00000000000000000000
201911080750,0,0,00000000000000000
201911080750,45,35,00000000000000000001
201911080750,90,71,0000000000000000001
201911080750,135,109,00000001
201911080750,180,75,000000000000001
201911080750,225,70,000000001
201911080750,270,70,00000000000000000000111
201911080750,315,0,00000000000000000000
201911080820,0,133,00000000000000011
201911080820,45,123,00000000000000000111
201911080820,90,104,0000000000000000011
201911080820,135,109,00000001
201911080820,180,75,000000000000001
201911080820,225,70,000000001
201911080820,270,281,00000000000000010110110
201911080820,315,160,00000000000000000011
201911080850,0,19500,10111111111111111
201911080850,45,1900,00011111111111111111
201911080850,90,2900,0000001011111111111
201911080850,135,3500,00111111
201911080850,180,5900,011111111111111
201911080850,225,7900,111111111
201911080850,270,10400,11111111111111111111111
201911080850,315,20900,11111111111111111111
201911081220,0,19500,11111111111111111
201911081220,45,30700,11111111111111111111
201911081220,90,28100,1111111111111111111
201911081220,135,6800,11111111
201911081220,180,5900,010101111111111
201911081220,225,7900,111111111
201911081220,270,10400,11111111111111111111111
201911081220,315,20900,11111111111111111111
201911081250,0,19500,11111111111111111
201911081250,45,30700,11111111111111111111
201911081250,90,28100,1111111111111111111
201911081250,135,6800,11111111
201911081250,180,15800,111111111111111
201911081250,225,7900,111111111
201911081250,270,10400,11111111111111111111111
201911081250,315,20900,11111111111111111111
201911081350,0,19500,11111111111111111
201911081350,45,30700,11111111111111111111
201911081350,90,28100,1101111111111111111
201911081350,135,6800,11111111
201911081350,180,15800,111111111111111
201911081350,225,7900,111111111
201911081350,270,10400,11111111111111111111111
201911081350,315,20900,11111111111111111111
201911080920,0,19500,11111111111111111
201911080920,45,8900,01111111111111111111
201911080920,90,7800,0001111111111111111
201911080920,135,6800,11111111
201911080920,180,15800,111111111111111
201911080920,225,7900,111111111
201911080920,270,10400,11111111111111111111111
201911080920,315,20900,11111111111111111111
201911081520,0,19500,11111111111101000
201911081520,45,6300,00111111111111111111
201911081520,90,7800,0001111111111111111
201911081520,135,6800,11111111
201911081520,180,5900,011111111111111
201911081520,225,7900,111111111
201911081520,270,10400,11111111111111111111111
201911081520,315,13600,00111011111111111111
201911080950,0,19500,11111111111111111
201911080950,45,8900,01111111111111111111
201911080950,90,22600,0111111111111111111
201911080950,135,6800,11111111
201911080950,180,15800,111111111111111
201911080950,225,7900,111111111
201911080950,270,10400,11111111111111111111111
201911080950,315,20900,11111111111111111111
201911081150,0,19500,11111111111111111
201911081150,45,30700,11111111111111111111
201911081150,90,28100,1111111111111111111
201911081150,135,6800,11111111
201911081150,180,15800,111111111111111
201911081150,225,7900,111111111
201911081150,270,10400,11111111111111111111111
201911081150,315,20900,11111111111111111111
201911081420,0,19500,11111111111111111
201911081420,45,30700,11111111111111111111
201911081420,90,28100,1101111111111111111
201911081420,135,6800,11111111
201911081420,180,5900,011111111111111
201911081420,225,7900,111111111
201911081420,270,10400,11111111111111111111111
201911081420,315,20900,11111111111111111111
201911081550,0,8000,011111
201911081550,45,610,111
201911081550,90,5500,1111111
201911081550,135,6800,11111
201911081550,180,5900,11011
201911081550,225,7900,1111111
201911081550,270,6500,1111111
201911081550,315,10500,000011111
201911081020,0,19500,11111111111111111
201911081020,45,30700,11111111111111111111
201911081020,90,22600,0111111111111111111
201911081020,135,6800,11111111
201911081020,180,15800,111111111111111
201911081020,225,7900,111111111
201911081020,270,10400,11111111111111111111111
201911081020,315,20900,11111111111111111111
201911081050,0,19500,11111111111111111
201911081050,45,30700,11111111111111111111
201911081050,90,28100,1111111111111111111
201911081050,135,6800,11111111
201911081050,180,15800,111111111111111
201911081050,225,7900,111111111
201911081050,270,10400,11111111111111111111111
201911081050,315,20900,11111111111111111111
201911081320,0,18000,01111111111111111
201911081320,45,30700,11111111111111111111
201911081320,90,28100,1111111111111111111
201911081320,135,6800,11111111
201911081320,180,15800,111111111111111
201911081320,225,7900,111111111
201911081320,270,10400,11111111111111111111111
201911081320,315,20900,11111111111111111111
201911081450,0,19500,11111111111111111
201911081450,45,8900,01111111111111111111
201911081450,90,28100,1101111111111111111
201911081450,135,6800,11111111
201911081450,180,15800,111111111111111
201911081450,225,7900,111111111
201911081450,270,10400,11111111111111111111111
201911081450,315,20900,11111111111111111111
201912010720,0,19500,11111111111111111
201912010720,45,30700,11111111111111111111
201912010720,90,28100,1111111111111111111
201912010720,135,6800,11111111
201912010720,180,15800,111111111111111
201912010720,225,7900,111111111
201912010720,270,10400,11111111111111111111111
201912010720,315,20900,11111111111111111111
201912010750,0,19500,11111111111111111
201912010750,45,30700,11111111111111111111
201912010750,90,28100,1111111111111111111
201912010750,135,6800,11111111
201912010750,180,15800,111111111111111
201912010750,225,7900,111111111
201912010750,270,10400,11111111111111111111111
201912010750,315,20900,11111111111111111111
201912010820,0,19500,11111111111111111
201912010820,45,30700,11111111111111111111
201912010820,90,28100,1111111111111111111
201912010820,135,6800,11111111
201912010820,180,15800,111111111111111
201912010820,225,7900,111111111
201912010820,270,10400,11111111111111111111111
201912010820,315,20900,11111111111111111111
201912010850,0,19500,11111111111111111
201912010850,45,30700,11111111111111111111
201912010850,90,28100,1111111111111111111
201912010850,135,6800,11111111
201912010850,180,15800,111111111111111
